1654739402.461361,0
1654739402.566882,4
1654739402.671997,8
1654739402.775800,10
1654739402.880361,12
1654739403.013804,11
1654739403.118126,10
1654739403.224226,12
1654739403.328916,10
1654739403.432118,6
1654739403.537246,7
1654739403.646104,7
1654739403.777783,8
1654739403.886359,7
1654739403.997516,8
1654739404.103182,9
1654739404.207630,11
1654739404.312121,11
1654739404.417202,10
1654739404.521662,10
1654739404.626513,10
1654739404.730659,11
1654739404.837083,9
1654739404.940427,10
1654739405.045864,10
1654739405.153711,12
1654739405.257705,11
1654739405.365391,10
1654739405.473821,9
1654739405.577569,11
1654739405.681565,10
1654739405.785992,10
1654739405.890176,10
1654739405.994270,10
1654739406.098076,11
1654739406.202073,9
1654739406.306195,10
1654739406.409983,9
1654739406.515703,10
1654739406.620159,10
1654739406.725562,9
1654739406.829948,11
1654739406.937734,10
1654739407.041748,10
1654739407.145840,10
1654739407.251565,10
1654739407.354736,9
1654739407.459397,10
1654739407.563808,10
1654739407.668533,12
1654739407.775395,10
1654739407.880068,11
1654739407.986950,10
1654739408.091790,11
1654739408.198081,13
1654739408.302918,11
1654739408.407881,9
1654739408.513097,10
1654739408.621566,11
1654739408.726211,11
1654739408.832409,11
1654739408.937248,11
1654739409.048252,13
1654739409.152167,13
1654739409.257531,12
1654739409.361632,13
1654739409.466363,11
1654739409.570298,11
1654739409.674371,10
1654739409.778572,9
1654739409.882450,10
1654739409.989620,10
1654739410.104260,10
1654739410.211187,10
1654739410.340290,10
1654739410.444905,11
1654739410.549353,9
1654739410.654189,10
1654739410.758325,11
1654739410.867219,12
1654739410.971046,11
1654739411.076240,9
1654739411.180817,10
1654739411.286309,12
1654739411.391925,10
1654739411.496063,10
1654739411.600768,10
1654739411.704778,13
1654739411.808883,11
1654739411.913443,11
1654739412.020069,10
1654739412.124975,11
1654739412.230356,10
1654739412.336988,10
1654739412.440520,10
1654739412.543832,10
1654739412.647871,4
1654739412.754343,1
1654739412.857930,0
1654739412.962139,2
1654739413.066686,4
1654739413.170390,6
1654739413.274468,4
1654739413.378489,5
1654739413.482605,7
1654739413.586663,9
1654739413.690640,7
1654739413.794756,8
1654739413.899127,10
1654739414.003540,11
1654739414.108724,11
1654739414.214072,10
1654739414.323877,11
1654739414.429147,10
1654739414.533591,11
1654739414.638622,12
1654739414.743445,10
1654739414.850220,11
1654739414.955899,10
1654739415.085945,11
1654739415.190189,11
1654739415.294578,11
1654739415.399086,11
1654739415.502753,10
1654739415.607192,13
1654739415.712076,11
1654739415.822242,12
1654739415.930641,11
1654739416.045960,11
1654739416.151781,12
1654739416.270684,10
1654739416.374466,10
1654739416.478334,11
1654739416.585037,10
